"","name","ESU","trend","Species.x","pop","Number","Species.y","DPS_short","DPS_WCR","Status","Region","Domain","abn_type","org","shape","col","pos","X","run","shape_run"
"62","Chinook_Oregon Coast Chinook salmon_Elk fall Chinook","Oregon Coast Chinook salmon",-0.0150960143094649,"Chinook","Elk fall Chinook",13,"Chinook","Oregon Coast","Chinook Salmon (Oregon Coast)","U","PNW","NC","abs","U:Chinook:Oregon Coast",1,"#1B9E77",0,62,"late",1
"63","Chinook_Oregon Coast Chinook salmon_Floras fall Chinook","Oregon Coast Chinook salmon",-0.0556915318571386,"Chinook","Floras fall Chinook",13,"Chinook","Oregon Coast","Chinook Salmon (Oregon Coast)","U","PNW","NC","abs","U:Chinook:Oregon Coast",1,"#1B9E77",0,63,"late",1
"64","Chinook_Oregon Coast Chinook salmon_Nehalem fall Chinook","Oregon Coast Chinook salmon",0.00186156906939674,"Chinook","Nehalem fall Chinook",13,"Chinook","Oregon Coast","Chinook Salmon (Oregon Coast)","U","PNW","NC","abs","U:Chinook:Oregon Coast",1,"#1B9E77",1,64,"late",1
"65","Chinook_Oregon Coast Chinook salmon_Nestucca fall Chinook","Oregon Coast Chinook salmon",-0.0385523574920241,"Chinook","Nestucca fall Chinook",13,"Chinook","Oregon Coast","Chinook Salmon (Oregon Coast)","U","PNW","NC","abs","U:Chinook:Oregon Coast",1,"#1B9E77",0,65,"late",1
"66","Chinook_Oregon Coast Chinook salmon_North.Umpqua spring Chinook","Oregon Coast Chinook salmon",-0.00643935757100226,"Chinook","North.Umpqua spring Chinook",13,"Chinook","Oregon Coast","Chinook Salmon (Oregon Coast)","U","PNW","NC","abs","U:Chinook:Oregon Coast",1,"#1B9E77",0,66,"early",19
"67","Chinook_Oregon Coast Chinook salmon_Salmon fall Chinook","Oregon Coast Chinook salmon",-0.000878853961783448,"Chinook","Salmon fall Chinook",13,"Chinook","Oregon Coast","Chinook Salmon (Oregon Coast)","U","PNW","NC","abs","U:Chinook:Oregon Coast",1,"#1B9E77",0,67,"late",1
"68","Chinook_Oregon Coast Chinook salmon_Siletz fall Chinook","Oregon Coast Chinook salmon",-0.0259104261054118,"Chinook","Siletz fall Chinook",13,"Chinook","Oregon Coast","Chinook Salmon (Oregon Coast)","U","PNW","NC","abs","U:Chinook:Oregon Coast",1,"#1B9E77",0,68,"late",1
"69","Chinook_Oregon Coast Chinook salmon_Siuslaw fall Chinook","Oregon Coast Chinook salmon",-0.0353895073451219,"Chinook","Siuslaw fall Chinook",13,"Chinook","Oregon Coast","Chinook Salmon (Oregon Coast)","U","PNW","NC","abs","U:Chinook:Oregon Coast",1,"#1B9E77",0,69,"late",1
"70","Chinook_Oregon Coast Chinook salmon_Sixes fall Chinook","Oregon Coast Chinook salmon",-0.00266877025101328,"Chinook","Sixes fall Chinook",13,"Chinook","Oregon Coast","Chinook Salmon (Oregon Coast)","U","PNW","NC","abs","U:Chinook:Oregon Coast",1,"#1B9E77",0,70,"late",1
"71","Chinook_Oregon Coast Chinook salmon_South.Umpqua spring Chinook","Oregon Coast Chinook salmon",-0.0494292251337016,"Chinook","South.Umpqua spring Chinook",13,"Chinook","Oregon Coast","Chinook Salmon (Oregon Coast)","U","PNW","NC","abs","U:Chinook:Oregon Coast",1,"#1B9E77",0,71,"early",19
"72","Chinook_Oregon Coast Chinook salmon_Tillamook fall Chinook","Oregon Coast Chinook salmon",-0.00803295165593224,"Chinook","Tillamook fall Chinook",13,"Chinook","Oregon Coast","Chinook Salmon (Oregon Coast)","U","PNW","NC","abs","U:Chinook:Oregon Coast",1,"#1B9E77",0,72,"late",1
"73","Chinook_Oregon Coast Chinook salmon_Umpqua fall Chinook","Oregon Coast Chinook salmon",-0.00582591268639128,"Chinook","Umpqua fall Chinook",13,"Chinook","Oregon Coast","Chinook Salmon (Oregon Coast)","U","PNW","NC","abs","U:Chinook:Oregon Coast",1,"#1B9E77",0,73,"late",1
"74","Chinook_Oregon Coast Chinook salmon_Yaquina fall Chinook","Oregon Coast Chinook salmon",0.0096025781629813,"Chinook","Yaquina fall Chinook",13,"Chinook","Oregon Coast","Chinook Salmon (Oregon Coast)","U","PNW","NC","abs","U:Chinook:Oregon Coast",1,"#1B9E77",1,74,"late",1
"75","Chinook_Puget Sound Chinook Salmon ESU_Chinook Salmon (Puget Sound ESU) - Cascade River","Puget Sound Chinook Salmon ESU",-0.00959960497258684,"Chinook","Chinook Salmon (Puget Sound ESU) - Cascade River",6,"Chinook","Puget Sound","Chinook Salmon (Puget Sound ESU) ","T","PNW","NC","abs","T:Chinook:Puget Sound",19,"#1B9E77",0,75,"early",19
"76","Chinook_Puget Sound Chinook Salmon ESU_Chinook Salmon (Puget Sound ESU) - Cedar River","Puget Sound Chinook Salmon ESU",0.0430844924258371,"Chinook","Chinook Salmon (Puget Sound ESU) - Cedar River",6,"Chinook","Puget Sound","Chinook Salmon (Puget Sound ESU) ","T","PNW","NC","abs","T:Chinook:Puget Sound",19,"#1B9E77",1,76,"late",1
"77","Chinook_Puget Sound Chinook Salmon ESU_Chinook Salmon (Puget Sound ESU) - Dungeness River","Puget Sound Chinook Salmon ESU",0.0390835005267042,"Chinook","Chinook Salmon (Puget Sound ESU) - Dungeness River",6,"Chinook","Puget Sound","Chinook Salmon (Puget Sound ESU) ","T","PNW","NC","abs","T:Chinook:Puget Sound",19,"#1B9E77",1,77,"early",19
"78","Chinook_Puget Sound Chinook Salmon ESU_Chinook Salmon (Puget Sound ESU) - Elwha River","Puget Sound Chinook Salmon ESU",0.0621244145523648,"Chinook","Chinook Salmon (Puget Sound ESU) - Elwha River",6,"Chinook","Puget Sound","Chinook Salmon (Puget Sound ESU) ","T","PNW","NC","abs","T:Chinook:Puget Sound",19,"#1B9E77",1,78,"late",1
"79","Chinook_Puget Sound Chinook Salmon ESU_Chinook Salmon (Puget Sound ESU) - Green River","Puget Sound Chinook Salmon ESU",-0.0282689526965832,"Chinook","Chinook Salmon (Puget Sound ESU) - Green River",6,"Chinook","Puget Sound","Chinook Salmon (Puget Sound ESU) ","T","PNW","NC","abs","T:Chinook:Puget Sound",19,"#1B9E77",0,79,"late",1
"80","Chinook_Puget Sound Chinook Salmon ESU_Chinook Salmon (Puget Sound ESU) - Lower Sauk River","Puget Sound Chinook Salmon ESU",-0.00571972411829975,"Chinook","Chinook Salmon (Puget Sound ESU) - Lower Sauk River",6,"Chinook","Puget Sound","Chinook Salmon (Puget Sound ESU) ","T","PNW","NC","abs","T:Chinook:Puget Sound",19,"#1B9E77",0,80,"late",1
"81","Chinook_Puget Sound Chinook Salmon ESU_Chinook Salmon (Puget Sound ESU) - Lower Skagit River","Puget Sound Chinook Salmon ESU",0.0204051909033162,"Chinook","Chinook Salmon (Puget Sound ESU) - Lower Skagit River",6,"Chinook","Puget Sound","Chinook Salmon (Puget Sound ESU) ","T","PNW","NC","abs","T:Chinook:Puget Sound",19,"#1B9E77",1,81,"late",1
"82","Chinook_Puget Sound Chinook Salmon ESU_Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack","Puget Sound Chinook Salmon ESU",0.0340528782208898,"Chinook","Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack",6,"Chinook","Puget Sound","Chinook Salmon (Puget Sound ESU) ","T","PNW","NC","abs","T:Chinook:Puget Sound",19,"#1B9E77",1,82,"early",19
"83","Chinook_Puget Sound Chinook Salmon ESU_Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal","Puget Sound Chinook Salmon ESU",0.034169873050894,"Chinook","Chinook Salmon (Puget Sound ESU) - Mid-Hood Canal",6,"Chinook","Puget Sound","Chinook Salmon (Puget Sound ESU) ","T","PNW","NC","abs","T:Chinook:Puget Sound",19,"#1B9E77",1,83,"late",1
"84","Chinook_Puget Sound Chinook Salmon ESU_Chinook Salmon (Puget Sound ESU) - Nisqually River","Puget Sound Chinook Salmon ESU",0.0404898401790637,"Chinook","Chinook Salmon (Puget Sound ESU) - Nisqually River",6,"Chinook","Puget Sound","Chinook Salmon (Puget Sound ESU) ","T","PNW","NC","abs","T:Chinook:Puget Sound",19,"#1B9E77",1,84,"late",1
"85","Chinook_Puget Sound Chinook Salmon ESU_Chinook Salmon (Puget Sound ESU) - North Fork Stillaguamish River","Puget Sound Chinook Salmon ESU",-0.0268006111083446,"Chinook","Chinook Salmon (Puget Sound ESU) - North Fork Stillaguamish River",6,"Chinook","Puget Sound","Chinook Salmon (Puget Sound ESU) ","T","PNW","NC","abs","T:Chinook:Puget Sound",19,"#1B9E77",0,85,"late",1
"86","Chinook_Puget Sound Chinook Salmon ESU_Chinook Salmon (Puget Sound ESU) - Puyallup River","Puget Sound Chinook Salmon ESU",-0.0162346187454911,"Chinook","Chinook Salmon (Puget Sound ESU) - Puyallup River",6,"Chinook","Puget Sound","Chinook Salmon (Puget Sound ESU) ","T","PNW","NC","abs","T:Chinook:Puget Sound",19,"#1B9E77",0,86,"late",1
"87","Chinook_Puget Sound Chinook Salmon ESU_Chinook Salmon (Puget Sound ESU) - Sammamish River","Puget Sound Chinook Salmon ESU",0.0200248270802901,"Chinook","Chinook Salmon (Puget Sound ESU) - Sammamish River",6,"Chinook","Puget Sound","Chinook Salmon (Puget Sound ESU) ","T","PNW","NC","abs","T:Chinook:Puget Sound",19,"#1B9E77",1,87,"late",1
"88","Chinook_Puget Sound Chinook Salmon ESU_Chinook Salmon (Puget Sound ESU) - Skokomish River","Puget Sound Chinook Salmon ESU",0.0209274250218483,"Chinook","Chinook Salmon (Puget Sound ESU) - Skokomish River",6,"Chinook","Puget Sound","Chinook Salmon (Puget Sound ESU) ","T","PNW","NC","abs","T:Chinook:Puget Sound",19,"#1B9E77",1,88,"late",1
"89","Chinook_Puget Sound Chinook Salmon ESU_Chinook Salmon (Puget Sound ESU) - Skykomish River","Puget Sound Chinook Salmon ESU",-0.0213700805442254,"Chinook","Chinook Salmon (Puget Sound ESU) - Skykomish River",6,"Chinook","Puget Sound","Chinook Salmon (Puget Sound ESU) ","T","PNW","NC","abs","T:Chinook:Puget Sound",19,"#1B9E77",0,89,"late",1
"90","Chinook_Puget Sound Chinook Salmon ESU_Chinook Salmon (Puget Sound ESU) - Snoqualmie River","Puget Sound Chinook Salmon ESU",-0.0200417994538427,"Chinook","Chinook Salmon (Puget Sound ESU) - Snoqualmie River",6,"Chinook","Puget Sound","Chinook Salmon (Puget Sound ESU) ","T","PNW","NC","abs","T:Chinook:Puget Sound",19,"#1B9E77",0,90,"late",1
"91","Chinook_Puget Sound Chinook Salmon ESU_Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River","Puget Sound Chinook Salmon ESU",0.0235036909709842,"Chinook","Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River",6,"Chinook","Puget Sound","Chinook Salmon (Puget Sound ESU) ","T","PNW","NC","abs","T:Chinook:Puget Sound",19,"#1B9E77",1,91,"early",19
"92","Chinook_Puget Sound Chinook Salmon ESU_Chinook Salmon (Puget Sound ESU) - South Fork/Mainstem Stillaguamish River","Puget Sound Chinook Salmon ESU",-0.0769249936004512,"Chinook","Chinook Salmon (Puget Sound ESU) - South Fork/Mainstem Stillaguamish River",6,"Chinook","Puget Sound","Chinook Salmon (Puget Sound ESU) ","T","PNW","NC","abs","T:Chinook:Puget Sound",19,"#1B9E77",0,92,"late",1
"93","Chinook_Puget Sound Chinook Salmon ESU_Chinook Salmon (Puget Sound ESU) - Suiattle River","Puget Sound Chinook Salmon ESU",0.0146544010718426,"Chinook","Chinook Salmon (Puget Sound ESU) - Suiattle River",6,"Chinook","Puget Sound","Chinook Salmon (Puget Sound ESU) ","T","PNW","NC","abs","T:Chinook:Puget Sound",19,"#1B9E77",1,93,"early",19
"94","Chinook_Puget Sound Chinook Salmon ESU_Chinook Salmon (Puget Sound ESU) - Upper Sauk River","Puget Sound Chinook Salmon ESU",0.0755869453971551,"Chinook","Chinook Salmon (Puget Sound ESU) - Upper Sauk River",6,"Chinook","Puget Sound","Chinook Salmon (Puget Sound ESU) ","T","PNW","NC","abs","T:Chinook:Puget Sound",19,"#1B9E77",1,94,"early",19
"95","Chinook_Puget Sound Chinook Salmon ESU_Chinook Salmon (Puget Sound ESU) - Upper Skagit River","Puget Sound Chinook Salmon ESU",0.0036421818241352,"Chinook","Chinook Salmon (Puget Sound ESU) - Upper Skagit River",6,"Chinook","Puget Sound","Chinook Salmon (Puget Sound ESU) ","T","PNW","NC","abs","T:Chinook:Puget Sound",19,"#1B9E77",1,95,"late",1
"96","Chinook_Puget Sound Chinook Salmon ESU_Chinook Salmon (Puget Sound ESU) - White River","Puget Sound Chinook Salmon ESU",0.098071561866044,"Chinook","Chinook Salmon (Puget Sound ESU) - White River",6,"Chinook","Puget Sound","Chinook Salmon (Puget Sound ESU) ","T","PNW","NC","abs","T:Chinook:Puget Sound",19,"#1B9E77",1,96,"early",19
"97","Chinook_Sacramento River Winter-run Chinook Salmon_sacramentoriv.chin.win","Sacramento River Winter-run Chinook Salmon",0.00924392606013611,"Chinook","sacramentoriv.chin.win",1,"Chinook","Sacramento River Winter Run","Chinook Salmon (Sacramento River winter-run ESU)","E","CA","CA","abs","E:Chinook:Sacramento River Winter Run",19,"#1B9E77",1,97,"early",19
"98","Chinook_Snake River Fall-run Chinook Salmon ESU_Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem","Snake River Fall-run Chinook Salmon ESU",0.153171012194133,"Chinook","Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem",7,"Chinook","Snake River Fall-Run","Chinook Salmon (Snake River Fall Run) ","T","PNW","IC","abs","T:Chinook:Snake River Fall-Run",19,"#1B9E77",1,98,"late",1
"99","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek","Snake River Spring-Summer-run Chinook Salmon ESU",0.0153799898296586,"Chinook","Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek",8,"Chinook","Snake River Spring-Summer Run","Chinook Salmon (Snake River spring/summer-run ESU) ","T","PNW","IC","abs","T:Chinook:Snake River Spring-Summer Run",19,"#1B9E77",1,99,"early",19
"100","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek","Snake River Spring-Summer-run Chinook Salmon ESU",0.0443395029779446,"Chinook","Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek",8,"Chinook","Snake River Spring-Summer Run","Chinook Salmon (Snake River spring/summer-run ESU) ","T","PNW","IC","abs","T:Chinook:Snake River Spring-Summer Run",19,"#1B9E77",1,100,"early",19
"101","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek","Snake River Spring-Summer-run Chinook Salmon ESU",0.022655526054562,"Chinook","Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek",8,"Chinook","Snake River Spring-Summer Run","Chinook Salmon (Snake River spring/summer-run ESU) ","T","PNW","IC","abs","T:Chinook:Snake River Spring-Summer Run",19,"#1B9E77",1,101,"early",19
"102","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek","Snake River Spring-Summer-run Chinook Salmon ESU",0.0644833031994562,"Chinook","Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek",8,"Chinook","Snake River Spring-Summer Run","Chinook Salmon (Snake River spring/summer-run ESU) ","T","PNW","IC","abs","T:Chinook:Snake River Spring-Summer Run",19,"#1B9E77",1,102,"early",19
"103","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek","Snake River Spring-Summer-run Chinook Salmon ESU",0.0478743503419663,"Chinook","Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek",8,"Chinook","Snake River Spring-Summer Run","Chinook Salmon (Snake River spring/summer-run ESU) ","T","PNW","IC","abs","T:Chinook:Snake River Spring-Summer Run",19,"#1B9E77",1,103,"early",19
"104","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork Salmon River","Snake River Spring-Summer-run Chinook Salmon ESU",0.0377475802405465,"Chinook","Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork Salmon River",8,"Chinook","Snake River Spring-Summer Run","Chinook Salmon (Snake River spring/summer-run ESU) ","T","PNW","IC","abs","T:Chinook:Snake River Spring-Summer Run",19,"#1B9E77",1,104,"early",19
"105","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River","Snake River Spring-Summer-run Chinook Salmon ESU",0.106773850068745,"Chinook","Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River",8,"Chinook","Snake River Spring-Summer Run","Chinook Salmon (Snake River spring/summer-run ESU) ","T","PNW","IC","abs","T:Chinook:Snake River Spring-Summer Run",19,"#1B9E77",1,105,"early",19
"106","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem","Snake River Spring-Summer-run Chinook Salmon ESU",0.0922525525194167,"Chinook","Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem",8,"Chinook","Snake River Spring-Summer Run","Chinook Salmon (Snake River spring/summer-run ESU) ","T","PNW","IC","abs","T:Chinook:Snake River Spring-Summer Run",19,"#1B9E77",1,106,"early",19
"107","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem","Snake River Spring-Summer-run Chinook Salmon ESU",0.000331028712023265,"Chinook","Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem",8,"Chinook","Snake River Spring-Summer Run","Chinook Salmon (Snake River spring/summer-run ESU) ","T","PNW","IC","abs","T:Chinook:Snake River Spring-Summer Run",19,"#1B9E77",1,107,"early",19
"108","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Lemhi River","Snake River Spring-Summer-run Chinook Salmon ESU",0.0606277986382562,"Chinook","Chinook Salmon (Snake River Spring/Summer-run ESU) - Lemhi River",8,"Chinook","Snake River Spring-Summer Run","Chinook Salmon (Snake River spring/summer-run ESU) ","T","PNW","IC","abs","T:Chinook:Snake River Spring-Summer Run",19,"#1B9E77",1,108,"early",19
"109","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek","Snake River Spring-Summer-run Chinook Salmon ESU",0.00630214539959194,"Chinook","Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek",8,"Chinook","Snake River Spring-Summer Run","Chinook Salmon (Snake River spring/summer-run ESU) ","T","PNW","IC","abs","T:Chinook:Snake River Spring-Summer Run",19,"#1B9E77",1,109,"early",19
"110","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River","Snake River Spring-Summer-run Chinook Salmon ESU",0.0686545674295155,"Chinook","Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River",8,"Chinook","Snake River Spring-Summer Run","Chinook Salmon (Snake River spring/summer-run ESU) ","T","PNW","IC","abs","T:Chinook:Snake River Spring-Summer Run",19,"#1B9E77",1,110,"early",19
"111","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek","Snake River Spring-Summer-run Chinook Salmon ESU",0.0565577045391013,"Chinook","Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek",8,"Chinook","Snake River Spring-Summer Run","Chinook Salmon (Snake River spring/summer-run ESU) ","T","PNW","IC","abs","T:Chinook:Snake River Spring-Summer Run",19,"#1B9E77",1,111,"early",19
"112","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River above Indian Creek","Snake River Spring-Summer-run Chinook Salmon ESU",0.0406268968613206,"Chinook","Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River above Indian Creek",8,"Chinook","Snake River Spring-Summer Run","Chinook Salmon (Snake River spring/summer-run ESU) ","T","PNW","IC","abs","T:Chinook:Snake River Spring-Summer Run",19,"#1B9E77",1,112,"early",19
"113","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River below Indian Creek","Snake River Spring-Summer-run Chinook Salmon ESU",-0.0353959025736402,"Chinook","Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River below Indian Creek",8,"Chinook","Snake River Spring-Summer Run","Chinook Salmon (Snake River spring/summer-run ESU) ","T","PNW","IC","abs","T:Chinook:Snake River Spring-Summer Run",19,"#1B9E77",0,113,"early",19
"114","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River","Snake River Spring-Summer-run Chinook Salmon ESU",0.0363378914704644,"Chinook","Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River",8,"Chinook","Snake River Spring-Summer Run","Chinook Salmon (Snake River spring/summer-run ESU) ","T","PNW","IC","abs","T:Chinook:Snake River Spring-Summer Run",19,"#1B9E77",1,114,"early",19
"115","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - North Fork Salmon River","Snake River Spring-Summer-run Chinook Salmon ESU",0.0595780044845956,"Chinook","Chinook Salmon (Snake River Spring/Summer-run ESU) - North Fork Salmon River",8,"Chinook","Snake River Spring-Summer Run","Chinook Salmon (Snake River spring/summer-run ESU) ","T","PNW","IC","abs","T:Chinook:Snake River Spring-Summer Run",19,"#1B9E77",1,115,"early",19
"116","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Pahsimeroi River","Snake River Spring-Summer-run Chinook Salmon ESU",0.0485259200019101,"Chinook","Chinook Salmon (Snake River Spring/Summer-run ESU) - Pahsimeroi River",8,"Chinook","Snake River Spring-Summer Run","Chinook Salmon (Snake River spring/summer-run ESU) ","T","PNW","IC","abs","T:Chinook:Snake River Spring-Summer Run",19,"#1B9E77",1,116,"early",19
"117","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Salmon River Lower Mainstem below Redfish Lake","Snake River Spring-Summer-run Chinook Salmon ESU",-0.0207114598648862,"Chinook","Chinook Salmon (Snake River Spring/Summer-run ESU) - Salmon River Lower Mainstem below Redfish Lake",8,"Chinook","Snake River Spring-Summer Run","Chinook Salmon (Snake River spring/summer-run ESU) ","T","PNW","IC","abs","T:Chinook:Snake River Spring-Summer Run",19,"#1B9E77",0,117,"early",19
"118","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Salmon River Upper Mainstem above Redfish Lake","Snake River Spring-Summer-run Chinook Salmon ESU",0.057874326120829,"Chinook","Chinook Salmon (Snake River Spring/Summer-run ESU) - Salmon River Upper Mainstem above Redfish Lake",8,"Chinook","Snake River Spring-Summer Run","Chinook Salmon (Snake River spring/summer-run ESU) ","T","PNW","IC","abs","T:Chinook:Snake River Spring-Summer Run",19,"#1B9E77",1,118,"early",19
"119","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River","Snake River Spring-Summer-run Chinook Salmon ESU",0.0436508614435268,"Chinook","Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River",8,"Chinook","Snake River Spring-Summer Run","Chinook Salmon (Snake River spring/summer-run ESU) ","T","PNW","IC","abs","T:Chinook:Snake River Spring-Summer Run",19,"#1B9E77",1,119,"early",19
"120","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem","Snake River Spring-Summer-run Chinook Salmon ESU",-0.0272527221083522,"Chinook","Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem",8,"Chinook","Snake River Spring-Summer Run","Chinook Salmon (Snake River spring/summer-run ESU) ","T","PNW","IC","abs","T:Chinook:Snake River Spring-Summer Run",19,"#1B9E77",0,120,"early",19
"121","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek","Snake River Spring-Summer-run Chinook Salmon ESU",0.024493072296502,"Chinook","Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek",8,"Chinook","Snake River Spring-Summer Run","Chinook Salmon (Snake River spring/summer-run ESU) ","T","PNW","IC","abs","T:Chinook:Snake River Spring-Summer Run",19,"#1B9E77",1,121,"early",19
