"","name","trend","Species","ESU","pop"
"105","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River",0.106773850068745,"Chinook","Snake River Spring-Summer-run Chinook Salmon ESU","Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River"
"106","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem",0.0922525525194167,"Chinook","Snake River Spring-Summer-run Chinook Salmon ESU","Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem"
"107","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem",0.000331028712023265,"Chinook","Snake River Spring-Summer-run Chinook Salmon ESU","Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem"
"108","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Lemhi River",0.0606277986382562,"Chinook","Snake River Spring-Summer-run Chinook Salmon ESU","Chinook Salmon (Snake River Spring/Summer-run ESU) - Lemhi River"
"109","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek",0.00630214539959194,"Chinook","Snake River Spring-Summer-run Chinook Salmon ESU","Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek"
"110","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River",0.0686545674295155,"Chinook","Snake River Spring-Summer-run Chinook Salmon ESU","Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River"
"111","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek",0.0565577045391013,"Chinook","Snake River Spring-Summer-run Chinook Salmon ESU","Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek"
"112","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River above Indian Creek",0.0406268968613206,"Chinook","Snake River Spring-Summer-run Chinook Salmon ESU","Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River above Indian Creek"
"113","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River below Indian Creek",-0.0353959025736402,"Chinook","Snake River Spring-Summer-run Chinook Salmon ESU","Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River below Indian Creek"
"114","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River",0.0363378914704644,"Chinook","Snake River Spring-Summer-run Chinook Salmon ESU","Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River"
"115","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - North Fork Salmon River",0.0595780044845956,"Chinook","Snake River Spring-Summer-run Chinook Salmon ESU","Chinook Salmon (Snake River Spring/Summer-run ESU) - North Fork Salmon River"
"116","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Pahsimeroi River",0.0485259200019101,"Chinook","Snake River Spring-Summer-run Chinook Salmon ESU","Chinook Salmon (Snake River Spring/Summer-run ESU) - Pahsimeroi River"
"117","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Salmon River Lower Mainstem below Redfish Lake",-0.0207114598648862,"Chinook","Snake River Spring-Summer-run Chinook Salmon ESU","Chinook Salmon (Snake River Spring/Summer-run ESU) - Salmon River Lower Mainstem below Redfish Lake"
"118","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Salmon River Upper Mainstem above Redfish Lake",0.057874326120829,"Chinook","Snake River Spring-Summer-run Chinook Salmon ESU","Chinook Salmon (Snake River Spring/Summer-run ESU) - Salmon River Upper Mainstem above Redfish Lake"
"119","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River",0.0436508614435268,"Chinook","Snake River Spring-Summer-run Chinook Salmon ESU","Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River"
"120","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem",-0.0272527221083522,"Chinook","Snake River Spring-Summer-run Chinook Salmon ESU","Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem"
"121","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek",0.024493072296502,"Chinook","Snake River Spring-Summer-run Chinook Salmon ESU","Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek"
"122","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River",0.00592621671423438,"Chinook","Snake River Spring-Summer-run Chinook Salmon ESU","Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River"
"123","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Valley Creek",0.0663333273215889,"Chinook","Snake River Spring-Summer-run Chinook Salmon ESU","Chinook Salmon (Snake River Spring/Summer-run ESU) - Valley Creek"
"124","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River",0.0180418061756104,"Chinook","Snake River Spring-Summer-run Chinook Salmon ESU","Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River"
"125","Chinook_Snake River Spring-Summer-run Chinook Salmon ESU_Chinook Salmon (Snake River Spring/Summer-run ESU) - Yankee Fork",0.0846203625994594,"Chinook","Snake River Spring-Summer-run Chinook Salmon ESU","Chinook Salmon (Snake River Spring/Summer-run ESU) - Yankee Fork"
"126","Chinook_Southern Oregon Northern California Chinook salmon_Blue Creek (Klamath) fall Chinook",-0.0154154096800229,"Chinook","Southern Oregon Northern California Chinook salmon","Blue Creek (Klamath) fall Chinook"
"127","Chinook_Southern Oregon Northern California Chinook salmon_Chetco fall Chinook",-0.0390029388552708,"Chinook","Southern Oregon Northern California Chinook salmon","Chetco fall Chinook"
"128","Chinook_Southern Oregon Northern California Chinook salmon_Hunter fall Chinook",-0.0574637848424094,"Chinook","Southern Oregon Northern California Chinook salmon","Hunter fall Chinook"
"129","Chinook_Southern Oregon Northern California Chinook salmon_lower Rogue fall Chinook",-0.0293614408679038,"Chinook","Southern Oregon Northern California Chinook salmon","lower Rogue fall Chinook"
"130","Chinook_Southern Oregon Northern California Chinook salmon_Pistol fall Chinook",-0.0526074028835315,"Chinook","Southern Oregon Northern California Chinook salmon","Pistol fall Chinook"
"131","Chinook_Southern Oregon Northern California Chinook salmon_Rogue fall Chinook",-0.0226138722062084,"Chinook","Southern Oregon Northern California Chinook salmon","Rogue fall Chinook"
"132","Chinook_Southern Oregon Northern California Chinook salmon_Rogue spring Chinook",-0.00282186114253029,"Chinook","Southern Oregon Northern California Chinook salmon","Rogue spring Chinook"
"133","Chinook_Southern Oregon Northern California Chinook salmon_Winchuck fall Chinook",-0.0220551544865655,"Chinook","Southern Oregon Northern California Chinook salmon","Winchuck fall Chinook"
"134","Chinook_Up. Klamath - Trinity River Chinook_klamathriv_boguscrk.chinook.fall",-0.0812197492434795,"Chinook","Up. Klamath - Trinity River Chinook","klamathriv"
"135","Chinook_Up. Klamath - Trinity River Chinook_klamathriv_salmonriv.chinook.spring",-0.0352262938101859,"Chinook","Up. Klamath - Trinity River Chinook","klamathriv"
"136","Chinook_Up. Klamath - Trinity River Chinook_klamathriv_scottriv.chinook.fall",-0.0385362826790713,"Chinook","Up. Klamath - Trinity River Chinook","klamathriv"
"137","Chinook_Up. Klamath - Trinity River Chinook_klamathriv_shastariv.chinook.fall",0.040445877983858,"Chinook","Up. Klamath - Trinity River Chinook","klamathriv"
"138","Chinook_Up. Klamath - Trinity River Chinook_klamathriv_southforktrinity.chinook.fall",-0.098407621385158,"Chinook","Up. Klamath - Trinity River Chinook","klamathriv"
"139","Chinook_Up. Klamath - Trinity River Chinook_klamathriv_upperklamath.chinook.fall",0.0239462964562078,"Chinook","Up. Klamath - Trinity River Chinook","klamathriv"
"140","Chinook_Up. Klamath - Trinity River Chinook_klamathriv_uppertrinity.chinook.fall",-0.0381185469325276,"Chinook","Up. Klamath - Trinity River Chinook","klamathriv"
"141","Chinook_Up. Klamath - Trinity River Chinook_klamathriv_uppertrinity.chinook.spring",-0.0522972139981397,"Chinook","Up. Klamath - Trinity River Chinook","klamathriv"
"142","Chinook_Upper Columbia River Spring-run Chinook Salmon ESU_Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River",0.0343981452590576,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River"
"143","Chinook_Upper Columbia River Spring-run Chinook Salmon ESU_Chinook Salmon (Upper Columbia River Spring-run ESU) - Methow River",0.0581808663040675,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU","Chinook Salmon (Upper Columbia River Spring-run ESU) - Methow River"
"144","Chinook_Upper Columbia River Spring-run Chinook Salmon ESU_Chinook Salmon (Upper Columbia River Spring-run ESU) - Wenatchee River",0.0646969112135195,"Chinook","Upper Columbia River Spring-run Chinook Salmon ESU","Chinook Salmon (Upper Columbia River Spring-run ESU) - Wenatchee River"
"145","Chinook_Upper Columbia River Summer and Fall Run Chinook_Big White Salmon River Late Fall (Bright) Chinook-",0.0279536506035998,"Chinook","Upper Columbia River Summer and Fall Run Chinook","Big White Salmon River Late Fall (Bright) Chinook-"
"146","Chinook_Upper Columbia River Summer and Fall Run Chinook_Hanford Reach Fall Chinook-",0.0309723109505077,"Chinook","Upper Columbia River Summer and Fall Run Chinook","Hanford Reach Fall Chinook-"
"147","Chinook_Upper Columbia River Summer and Fall Run Chinook_Klickitat Fall (Tule) Chinook-",-0.158004185291505,"Chinook","Upper Columbia River Summer and Fall Run Chinook","Klickitat Fall (Tule) Chinook-"
"148","Chinook_Upper Columbia River Summer and Fall Run Chinook_Klickitat Late Fall (Bright) Chinook-",-0.0422862810079018,"Chinook","Upper Columbia River Summer and Fall Run Chinook","Klickitat Late Fall (Bright) Chinook-"
"149","Chinook_Upper Columbia River Summer and Fall Run Chinook_Lake Chelan Summer Chinook-",-0.0876037752100616,"Chinook","Upper Columbia River Summer and Fall Run Chinook","Lake Chelan Summer Chinook-"
"150","Chinook_Upper Columbia River Summer and Fall Run Chinook_Methow Summer Chinook-",0.00821465786067034,"Chinook","Upper Columbia River Summer and Fall Run Chinook","Methow Summer Chinook-"
"151","Chinook_Upper Columbia River Summer and Fall Run Chinook_Okanogan Summer Chinook-",0.000629546887356516,"Chinook","Upper Columbia River Summer and Fall Run Chinook","Okanogan Summer Chinook-"
"152","Chinook_Upper Columbia River Summer and Fall Run Chinook_Upper Gorge (Columbia) Late Fall (Bright) Chinook-Little White Salmon River (Drano) Late Fall (Bright) Chinook",0.0981987890421086,"Chinook","Upper Columbia River Summer and Fall Run Chinook","Upper Gorge (Columbia) Late Fall (Bright) Chinook-Little White Salmon River (Drano) Late Fall (Bright) Chinook"
"153","Chinook_Upper Columbia River Summer and Fall Run Chinook_Upper Gorge (Columbia) Late Fall (Bright) Chinook-Wind River Late Fall (Bright) Chinook",0.155625592201419,"Chinook","Upper Columbia River Summer and Fall Run Chinook","Upper Gorge (Columbia) Late Fall (Bright) Chinook-Wind River Late Fall (Bright) Chinook"
"154","Chinook_Upper Columbia River Summer and Fall Run Chinook_Wenatchee Summer Chinook-",-0.0221454069374748,"Chinook","Upper Columbia River Summer and Fall Run Chinook","Wenatchee Summer Chinook-"
"155","Chinook_Upper Columbia River Summer and Fall Run Chinook_Yakima River Bright Fall Chinook-",-0.03689848183752,"Chinook","Upper Columbia River Summer and Fall Run Chinook","Yakima River Bright Fall Chinook-"
"156","Chinook_Upper Willamette River Chinook Salmon ESU_Salmon (Chinook (Upper Willamette River ESU) - Willamette Falls esc",-0.00561495686617615,"Chinook","Upper Willamette River Chinook Salmon ESU","Salmon (Chinook (Upper Willamette River ESU) - Willamette Falls esc"
"157","Chinook_Washington Coast Chinook_Bear River Fall Chinook-",-0.0484669166445306,"Chinook","Washington Coast Chinook","Bear River Fall Chinook-"
"158","Chinook_Washington Coast Chinook_Calawah Fall Chinook-",-0.00359201782757193,"Chinook","Washington Coast Chinook","Calawah Fall Chinook-"
"159","Chinook_Washington Coast Chinook_Calawah Summer Chinook-",0.0144511640629162,"Chinook","Washington Coast Chinook","Calawah Summer Chinook-"
"160","Chinook_Washington Coast Chinook_Chehalis Fall Chinook-",0.0044074077176904,"Chinook","Washington Coast Chinook","Chehalis Fall Chinook-"
"161","Chinook_Washington Coast Chinook_Chehalis Spring Chinook-",-0.0397094754527727,"Chinook","Washington Coast Chinook","Chehalis Spring Chinook-"
"162","Chinook_Washington Coast Chinook_Clearwater Fall Chinook-",-0.000266586674809973,"Chinook","Washington Coast Chinook","Clearwater Fall Chinook-"
"163","Chinook_Washington Coast Chinook_Clearwater Spring/Summer Chinook-",0.0659140890839943,"Chinook","Washington Coast Chinook","Clearwater Spring/Summer Chinook-"
"164","Chinook_Washington Coast Chinook_Cook Creek Fall Chinook-",0.012680761018643,"Chinook","Washington Coast Chinook","Cook Creek Fall Chinook-"
"165","Chinook_Washington Coast Chinook_Dickey Fall Chinook-",0.0285379208813671,"Chinook","Washington Coast Chinook","Dickey Fall Chinook-"
"166","Chinook_Washington Coast Chinook_Hoh Fall Chinook-",-0.0179912924990905,"Chinook","Washington Coast Chinook","Hoh Fall Chinook-"
"167","Chinook_Washington Coast Chinook_Hoh Spring/Summer Chinook-",-0.0118708899750688,"Chinook","Washington Coast Chinook","Hoh Spring/Summer Chinook-"
"168","Chinook_Washington Coast Chinook_Hoko Fall Chinook-",0.0138358401275582,"Chinook","Washington Coast Chinook","Hoko Fall Chinook-"
"169","Chinook_Washington Coast Chinook_Hoquiam Fall Chinook-",-0.052260541580608,"Chinook","Washington Coast Chinook","Hoquiam Fall Chinook-"
"170","Chinook_Washington Coast Chinook_Humptulips Fall Chinook-",0.0290946516040632,"Chinook","Washington Coast Chinook","Humptulips Fall Chinook-"
"171","Chinook_Washington Coast Chinook_Naselle Fall Chinook-",-0.0231358546988326,"Chinook","Washington Coast Chinook","Naselle Fall Chinook-"
"172","Chinook_Washington Coast Chinook_Nemah Fall Chinook-",0.110996464310673,"Chinook","Washington Coast Chinook","Nemah Fall Chinook-"
"173","Chinook_Washington Coast Chinook_North River/Smith Creek Fall Chinook-",-0.0492605088732632,"Chinook","Washington Coast Chinook","North River/Smith Creek Fall Chinook-"
"174","Chinook_Washington Coast Chinook_Palix Fall Chinook-",0.097549480088579,"Chinook","Washington Coast Chinook","Palix Fall Chinook-"
"175","Chinook_Washington Coast Chinook_Queets Fall Chinook-",-0.00514766121406098,"Chinook","Washington Coast Chinook","Queets Fall Chinook-"
"176","Chinook_Washington Coast Chinook_Queets Spring/Summer Chinook-",-0.00642272712988463,"Chinook","Washington Coast Chinook","Queets Spring/Summer Chinook-"
"177","Chinook_Washington Coast Chinook_Quillayute/Bogachiel Fall Chinook-",-0.0131101791030734,"Chinook","Washington Coast Chinook","Quillayute/Bogachiel Fall Chinook-"
"178","Chinook_Washington Coast Chinook_Quillayute/Bogachiel Summer Chinook-",0.00673829562253826,"Chinook","Washington Coast Chinook","Quillayute/Bogachiel Summer Chinook-"
"179","Chinook_Washington Coast Chinook_Quinault Fall Chinook-",-0.0133014047767316,"Chinook","Washington Coast Chinook","Quinault Fall Chinook-"
"180","Chinook_Washington Coast Chinook_Quinault Spring/Summer Chinook-",-0.0346691539242229,"Chinook","Washington Coast Chinook","Quinault Spring/Summer Chinook-"
"181","Chinook_Washington Coast Chinook_Satsop Fall Chinook-",0.000415546308217175,"Chinook","Washington Coast Chinook","Satsop Fall Chinook-"
"182","Chinook_Washington Coast Chinook_Satsop Summer Chinook-",-0.0172025741440206,"Chinook","Washington Coast Chinook","Satsop Summer Chinook-"
"183","Chinook_Washington Coast Chinook_Sol Duc Fall Chinook-",-0.0121281770280275,"Chinook","Washington Coast Chinook","Sol Duc Fall Chinook-"
"184","Chinook_Washington Coast Chinook_Sol Duc Summer Chinook-",-0.0126095382268062,"Chinook","Washington Coast Chinook","Sol Duc Summer Chinook-"
"185","Chinook_Washington Coast Chinook_Willapa Fall Chinook-",0.0242329641096596,"Chinook","Washington Coast Chinook","Willapa Fall Chinook-"
"186","Chinook_Washington Coast Chinook_Wishkah Fall Chinook-",-0.0266645659127568,"Chinook","Washington Coast Chinook","Wishkah Fall Chinook-"
"187","Chinook_Washington Coast Chinook_Wynoochee Fall Chinook-",-0.000881082762901986,"Chinook","Washington Coast Chinook","Wynoochee Fall Chinook-"
"188","Chum_Columbia River Chum Salmon ESU_Chum Salmon (Columbia River ESU) - Grays & Chinook Rivers",0.0263858178454444,"Chum","Columbia River Chum Salmon ESU","Chum Salmon (Columbia River ESU) - Grays & Chinook Rivers"
"189","Chum_Columbia River Chum Salmon ESU_Chum Salmon (Columbia River ESU) - Lower Gorge Tributaries",0.0374353029930556,"Chum","Columbia River Chum Salmon ESU","Chum Salmon (Columbia River ESU) - Lower Gorge Tributaries"
"190","Chum_Columbia River Chum Salmon ESU_Chum Salmon (Columbia River ESU) - Upper Gorge Tributaries",0.0504175971108917,"Chum","Columbia River Chum Salmon ESU","Chum Salmon (Columbia River ESU) - Upper Gorge Tributaries"
"191","Chum_Columbia River Chum Salmon ESU_Chum Salmon (Columbia River ESU) - Washougal River",0.0589018577047643,"Chum","Columbia River Chum Salmon ESU","Chum Salmon (Columbia River ESU) - Washougal River"
"192","Chum_Hood Canal Summer-run Chum Salmon ESU_Chum Salmon (Hood Canal Summer-run ESU) - Hood Canal",0.0440633769186753,"Chum","Hood Canal Summer-run Chum Salmon ESU","Chum Salmon (Hood Canal Summer-run ESU) - Hood Canal"
"193","Chum_Hood Canal Summer-run Chum Salmon ESU_Chum Salmon (Hood Canal Summer-run ESU) - Strait of Juan de Fuca",0.079325430850027,"Chum","Hood Canal Summer-run Chum Salmon ESU","Chum Salmon (Hood Canal Summer-run ESU) - Strait of Juan de Fuca"
"194","Chum_Pacific Coast Chum_Deep Creek/East & West Twin Fall Chum-",-0.120804913239049,"Chum","Pacific Coast Chum","Deep Creek/East & West Twin Fall Chum-"
"195","Chum_Pacific Coast Chum_Grays Harbor Fall Chum-",0.0227856462519949,"Chum","Pacific Coast Chum","Grays Harbor Fall Chum-"
"196","Chum_Pacific Coast Chum_Pysht Fall Chum-",-0.00480133106781462,"Chum","Pacific Coast Chum","Pysht Fall Chum-"
"197","Chum_Pacific Coast Chum_Willapa Bay Fall Chum-",0.0111662449022032,"Chum","Pacific Coast Chum","Willapa Bay Fall Chum-"
"198","Chum_Puget Sound-Strait of Georgia Chum_Blackjack Creek Summer Chum-",-0.03455742936115,"Chum","Puget Sound-Strait of Georgia Chum","Blackjack Creek Summer Chum-"
"199","Chum_Puget Sound-Strait of Georgia Chum_Carr Inlet Fall Chum-",-0.0381943981133313,"Chum","Puget Sound-Strait of Georgia Chum","Carr Inlet Fall Chum-"
"200","Chum_Puget Sound-Strait of Georgia Chum_Case Inlet Fall Chum-",-0.0438380525491283,"Chum","Puget Sound-Strait of Georgia Chum","Case Inlet Fall Chum-"
"201","Chum_Puget Sound-Strait of Georgia Chum_Case Inlet Summer Chum-",-0.0702509157735071,"Chum","Puget Sound-Strait of Georgia Chum","Case Inlet Summer Chum-"
"202","Chum_Puget Sound-Strait of Georgia Chum_Chambers Creek Winter Chum-",-0.327153175378402,"Chum","Puget Sound-Strait of Georgia Chum","Chambers Creek Winter Chum-"
"203","Chum_Puget Sound-Strait of Georgia Chum_Dewatto Fall Chum-",-0.0538991868165174,"Chum","Puget Sound-Strait of Georgia Chum","Dewatto Fall Chum-"
"204","Chum_Puget Sound-Strait of Georgia Chum_Dosewallips Late Fall Chum-",-0.00415103116446667,"Chum","Puget Sound-Strait of Georgia Chum","Dosewallips Late Fall Chum-"
"205","Chum_Puget Sound-Strait of Georgia Chum_Duckabush Late Fall Chum-",-0.0903135946837003,"Chum","Puget Sound-Strait of Georgia Chum","Duckabush Late Fall Chum-"
"206","Chum_Puget Sound-Strait of Georgia Chum_Dungeness/East Strait Tribs Fall Chum-",-0.0312634022346489,"Chum","Puget Sound-Strait of Georgia Chum","Dungeness/East Strait Tribs Fall Chum-"
"207","Chum_Puget Sound-Strait of Georgia Chum_Dyes Inlet/Liberty Bay Fall Chum-",-0.0425420540252709,"Chum","Puget Sound-Strait of Georgia Chum","Dyes Inlet/Liberty Bay Fall Chum-"
"208","Chum_Puget Sound-Strait of Georgia Chum_Eld Inlet Fall Chum-",-0.0131237398990326,"Chum","Puget Sound-Strait of Georgia Chum","Eld Inlet Fall Chum-"
"209","Chum_Puget Sound-Strait of Georgia Chum_Fennel Creek Fall Chum-",-0.0579874191805084,"Chum","Puget Sound-Strait of Georgia Chum","Fennel Creek Fall Chum-"
"210","Chum_Puget Sound-Strait of Georgia Chum_Gig Harbor/Ollala Creek Fall Chum-",0.00742558083197741,"Chum","Puget Sound-Strait of Georgia Chum","Gig Harbor/Ollala Creek Fall Chum-"
